============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[12:50:43]     Waiting 3s...
[12:50:46]     [6/10] UNC Charlotte Main Horizontal.png
[12:50:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Charlotte%20Main%20Horizontal.png
[12:50:49]     Saved (element): UNC Charlotte Main Horizontal.png
[12:50:49]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:50]     Waiting 3s...
[12:50:53]     [7/10] UNC Charlotte seal.png
[12:50:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Charlotte%20seal.png
[12:50:57]     Saved (element): UNC Charlotte seal.png
[12:50:57]     Crop: 316x316 -> 316x316 (padding=10px)
[12:50:57]     Waiting 3s...
[12:51:00]     [8/10] UNC Charlotte–Main station platform.jpg
[12:51:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Charlotte%E2%80%93Main%20station%20platform.jpg
[12:51:04]     Saved (element): UNC Charlotte–Main station platform.png
[12:51:05]     Crop: 135x102 -> 135x102 (padding=10px)
[12:51:05]     Waiting 3s...
[12:51:08]     [9/10] Ucity.jpg
[12:51:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ucity.jpg
[12:51:12]     Saved (element): Ucity.png
[12:51:12]     Crop: 135x102 -> 135x102 (padding=10px)
[12:51:12]     Waiting 3s...
[12:51:15]     [10/10] Univ north carolina original seal.png
[12:51:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ%20north%20carolina%20original%20seal.png
[12:51:23]     Saved (element): Univ north carolina original seal.png
[12:51:23]     Crop: 135x102 -> 135x102 (padding=10px)
[12:51:23] 
  Saved 10/10 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at charlotte

  Progress: [####################################----] 988/1076 (92%)  total -- just finished: university of north carolina at charlotte

[12:51:23] 
  Waiting 3s before next college...
[12:51:26] 
[This run: 135/162]
[12:51:26] 
==================================================
[12:51:26] COLLEGE: university of north carolina at greensboro
[12:51:26] ==================================================
[12:51:26]   Searching API: university of north carolina at greensboro
[12:51:28]   Found title: University of North Carolina at Greensboro
[12:51:30]   API returned 10 usable image filename(s)
[12:51:30]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at greensboro
[12:51:30]     [1/10] Fountainuncg.JPG
[12:51:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Fountainuncg.JPG
[12:51:36]     Saved (element): Fountainuncg.png
[12:51:37]     Crop: 1440x1080 -> 1440x1080 (padding=10px)
[12:51:37]     Waiting 3s...
[12:51:40]     [2/10] Matthew-a-gilbert-uncg-bryan-school.jpg
[12:51:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Matthew-a-gilbert-uncg-bryan-school.jpg
[12:51:44]     Saved (element): Matthew-a-gilbert-uncg-bryan-school.png
[12:51:44]     Crop: 135x102 -> 135x102 (padding=10px)
[12:51:44]     Waiting 3s...
[12:51:47]     [3/10] Question book-new.svg
[12:51:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[12:52:01]     Saved (full page): Question book-new.png
[12:52:01]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[12:52:02]     Waiting 3s...
[12:52:05]     [4/10] Statenormalandindustrial.jpg
[12:52:05]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Statenormalandindustrial.jpg
[12:52:08]     Saved (element): Statenormalandindustrial.png
[12:52:08]     Crop: 135x102 -> 135x102 (padding=10px)
[12:52:08]     Waiting 3s...
[12:52:11]     [5/10] UNCG's first building 1892 - panoramio.jpg
[12:52:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNCG%27s%20first%20building%201892%20-%20panoramio.jpg
[12:52:15]     Saved (element): UNCG's first building 1892 - panoramio.png
[12:52:15]     Crop: 135x102 -> 135x102 (padding=10px)
[12:52:15]     Waiting 3s...
[12:52:18]     [6/10] UNCG School of Education.JPG
[12:52:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNCG%20School%20of%20Education.JPG
[12:52:22]     Saved (element): UNCG School of Education.png
[12:52:22]     Crop: 135x102 -> 135x102 (padding=10px)
[12:52:22]     Waiting 3s...
[12:52:25]     [7/10] UNCG School of Music, Theatre and Dance.jpg
[12:52:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNCG%20School%20of%20Music%2C%20Theatre%20and%20Dance.jpg
[12:52:29]     Saved (element): UNCG School of Music, Theatre and Dance.png
[12:52:29]     Crop: 135x102 -> 135x102 (padding=10px)
[12:52:29]     Waiting 3s...
[12:52:32]     [8/10] Univ north carolina original seal.png
[12:52:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ%20north%20carolina%20original%20seal.png
[12:52:35]     Saved (element): Univ north carolina original seal.png
[12:52:35]     Crop: 135x102 -> 135x102 (padding=10px)
[12:52:35]     Waiting 3s...
[12:52:38]     [9/10] University of North Carolina at Greensboro logo.svg
[12:52:38]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20at%20Greensboro%20logo.svg
[12:52:53]     Saved (full page): University of North Carolina at Greensboro logo.png
[12:52:53]     Crop: 1920x1080 -> 260x75 (padding=10px)
[12:52:53]     Waiting 3s...
[12:52:56]     [10/10] University of North Carolina at Greensboro seal.svg
[12:52:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20at%20Greensboro%20seal.svg
[12:53:10]     Saved (full page): University of North Carolina at Greensboro seal.png
[12:53:10]     Crop: 1920x1080 -> 257x257 (padding=10px)
[12:53:10] 
  Saved 10/10 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at greensboro

  Progress: [####################################----] 989/1076 (92%)  total -- just finished: university of north carolina at greensboro

[12:53:10] 
  Waiting 3s before next college...
[12:53:13] 
[This run: 136/162]
[12:53:13] 
==================================================
[12:53:13] COLLEGE: university of north carolina at wilmington
[12:53:14] ==================================================
[12:53:14]   Searching API: university of north carolina at wilmington
[12:53:15]   Found title: University of North Carolina at Wilmington Arboretum
[12:53:18]   API returned 3 usable image filename(s)
[12:53:18]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at wilmington
[12:53:18]     [1/3] Question book-new.svg
[12:53:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[12:53:32]     Saved (full page): Question book-new.png
[12:53:32]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[12:53:32]     Waiting 3s...
[12:53:35]     [2/3] Ucscprotea4.jpg
[12:53:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ucscprotea4.jpg
[12:53:39]     Saved (element): Ucscprotea4.png
[12:53:39]     Crop: 135x102 -> 135x102 (padding=10px)
[12:53:39]     Waiting 3s...
[12:53:42]     [3/3] University of North Carolina Wilmington Main Campus (26 July 2023) 192.jpg
[12:53:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20Wilmington%20Main%20Campus%20%2826%20July%202023%29%20192.jpg
[12:53:46]     Saved (element): University of North Carolina Wilmington Main Campus (26 July 2023) 192.png
[12:53:46]     Crop: 135x102 -> 135x102 (padding=10px)
[12:53:46] 
  Saved 3/3 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at wilmington

  Progress: [####################################----] 990/1076 (92%)  total -- just finished: university of north carolina at wilmington

[12:53:46] 
  Waiting 3s before next college...
[12:53:50] 
[This run: 137/162]
[12:53:50] 
==================================================
[12:53:50] COLLEGE: university of north carolina system
[12:53:50] ==================================================
[12:53:50]   Searching API: university of north carolina system
[12:53:51]   Found title: University of North Carolina
[12:53:53]   API returned 10 usable image filename(s)
[12:53:53]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina system
[12:53:53]     [1/10] Eo circle blue blank.svg
[12:53:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Eo%20circle%20blue%20blank.svg
[12:53:57]     Saved (element): Eo circle blue blank.png
[12:53:57]     Crop: 135x102 -> 135x102 (padding=10px)
[12:53:57]     Waiting 3s...
[12:54:00]     [2/10] Eo circle indigo white letter-d.svg
[12:54:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Eo%20circle%20indigo%20white%20letter-d.svg
[12:54:03]     Saved (element): Eo circle indigo white letter-d.png
[12:54:04]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:04]     Waiting 3s...
[12:54:07]     [3/10] Eo circle indigo white letter-g.svg
[12:54:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Eo%20circle%20indigo%20white%20letter-g.svg
[12:54:10]     Saved (element): Eo circle indigo white letter-g.png
[12:54:10]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:10]     Waiting 3s...
[12:54:13]     [4/10] Eo circle indigo white letter-w.svg
[12:54:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Eo%20circle%20indigo%20white%20letter-w.svg
[12:54:17]     Saved (element): Eo circle indigo white letter-w.png
[12:54:17]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:17]     Waiting 3s...
[12:54:20]     [5/10] The University of North Carolina System.png
[12:54:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20University%20of%20North%20Carolina%20System.png
[12:54:23]     Saved (element): The University of North Carolina System.png
[12:54:23]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:23]     Waiting 3s...
[12:54:26]     [6/10] UNCCNewQuad.jpg
[12:54:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNCCNewQuad.jpg
[12:54:30]     Saved (element): UNCCNewQuad.png
[12:54:30]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:30]     Waiting 3s...
[12:54:33]     [7/10] USA North Carolina location map.svg
[12:54:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/USA%20North%20Carolina%20location%20map.svg
[12:54:37]     Saved (element): USA North Carolina location map.png
[12:54:37]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:37]     Waiting 3s...
[12:54:40]     [8/10] Univ north carolina original seal.png
[12:54:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ%20north%20carolina%20original%20seal.png
[12:54:45]     Saved (element): Univ north carolina original seal.png
[12:54:45]     Crop: 135x102 -> 135x102 (padding=10px)
[12:54:45]     Waiting 3s...
[12:54:48]     [9/10] University of North Carolina system seal.png
[12:54:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20system%20seal.png
[12:54:52]     Saved (element): University of North Carolina system seal.png
[12:54:52]     Crop: 250x250 -> 250x250 (padding=10px)
[12:54:52]     Waiting 3s...
[12:54:55]     [10/10] Wikisource-logo.svg
[12:54:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wikisource-logo.svg
[12:55:08]     Saved (full page): Wikisource-logo.png
[12:55:08]     Crop: 1920x1080 -> 420x440 (padding=10px)
[12:55:08] 
  Saved 10/10 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina system

  Progress: [####################################----] 991/1076 (92%)  total -- just finished: university of north carolina system

[12:55:08] 
  Waiting 3s before next college...
[12:55:11] 
[This run: 138/162]
[12:55:11] 
==================================================
[12:55:11] COLLEGE: university of north dakota
[12:55:11] ==================================================
[12:55:11]   Searching API: university of north dakota
[12:55:13]   Found title: University of North Dakota
[12:55:15]   API returned 13 usable image filename(s)
[12:55:15]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north dakota
[12:55:15]     [1/13] Carl Eielson.jpg
[12:55:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Carl%20Eielson.jpg
[12:55:20]     Saved (element): Carl Eielson.png
[12:55:20]     Crop: 135x102 -> 135x102 (padding=10px)
[12:55:20]     Waiting 3s...
[12:55:23]     [2/13] Chester Fritz Library summer.jpg
[12:55:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Chester%20Fritz%20Library%20summer.jpg
[12:55:27]     Saved (element): Chester Fritz Library summer.png
[12:55:27]     Crop: 135x102 -> 135x102 (padding=10px)
[12:55:27]     Waiting 3s...
[12:55:30]     [3/13] Pearl I. Young (7538108274) (cropped).jpg
[12:55:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pearl%20I.%20Young%20%287538108274%29%20%28cropped%29.jpg
[12:55:34]     Saved (element): Pearl I. Young (7538108274) (cropped).png
[12:55:34]     Crop: 135x102 -> 135x102 (padding=10px)
[12:55:34]     Waiting 3s...
[12:55:37]     [4/13] Phil Jackson 3 cropped.jpg
[12:55:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Phil%20Jackson%203%20cropped.jpg
[12:55:41]     Saved (element): Phil Jackson 3 cropped.png
[12:55:41]     Crop: 492x696 -> 492x696 (padding=10px)
[12:55:41]     Waiting 3s...
[12:55:44]     [5/13] Symbol support vote.svg
[12:55:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20support%20vote.svg
[12:55:58]     Saved (full page): Symbol support vote.png
[12:55:58]     Crop: 1920x1080 -> 187x191 (padding=10px)
[12:55:58]     Waiting 3s...
[12:56:01]     [6/13] UND 1922.jpg
[12:56:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UND%201922.jpg
[12:56:20]     Saved (element): UND 1922.png
[12:56:20]     Crop: 135x102 -> 135x102 (padding=10px)
[12:56:20]     Waiting 3s...
[12:56:23]     [7/13] UND Hawks and ISU Sycamores honor Military Appreciation Day (8098000).jpg
[12:56:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UND%20Hawks%20and%20ISU%20Sycamores%20honor%20Military%20Appreciation%20Day%20%288098000%29.jpg
[12:56:27]     Saved (element): UND Hawks and ISU Sycamores honor Military Appreciation Day (8098000).png
[12:56:27]     Crop: 135x102 -> 135x102 (padding=10px)
[12:56:27]     Waiting 3s...
[12:56:30]     [8/13] UND Law School.jpg
[12:56:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UND%20Law%20School.jpg
[12:56:34]     Saved (element): UND Law School.png
[12:56:34]     Crop: 135x102 -> 135x102 (padding=10px)
[12:56:34]     Waiting 3s...
[12:56:37]     [9/13] UND Merrifield Hall.JPG
[12:56:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UND%20Merrifield%20Hall.JPG
[12:56:41]     Saved (element): UND Merrifield Hall.png
[12:56:41]     Crop: 135x102 -> 135x102 (padding=10px)
[12:56:41]     Waiting 3s...
[12:56:44]     [10/13] UND President's Mansion circa 1919.jpg
[12:56:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UND%20President%27s%20Mansion%20circa%201919.jpg
[12:56:49]     Saved (element): UND President's Mansion circa 1919.png
[12:56:49]     Crop: 135x102 -> 135x102 (padding=10px)
[12:56:49]     Waiting 3s...
[12:56:52]     [11/13] UNDseal.png
[12:56:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNDseal.png
[12:56:55]     Saved (element): UNDseal.png
[12:56:56]     Crop: 176x178 -> 176x178 (padding=10px)
[12:56:56]     Waiting 3s...
[12:56:59]     [12/13] University of North Dakota Logo.svg
[12:56:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Dakota%20Logo.svg
[12:57:04]     Saved (element): University of North Dakota Logo.png
[12:57:04]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:04]     Waiting 3s...
[12:57:07]     [13/13] University of North Dakota School of Medicine.jpg
[12:57:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Dakota%20School%20of%20Medicine.jpg
[12:57:11]     Saved (element): University of North Dakota School of Medicine.png
[12:57:11]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:11] 
  Saved 13/13 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north dakota

  Progress: [####################################----] 992/1076 (92%)  total -- just finished: university of north dakota

[12:57:11] 
  Waiting 3s before next college...
[12:57:14] 
[This run: 139/162]
[12:57:14] 
==================================================
[12:57:14] COLLEGE: university of north florida
[12:57:14] ==================================================
[12:57:14]   Searching API: university of north florida
[12:57:15]   Found title: University of North Florida
[12:57:17]   API returned 36 usable image filename(s)
[12:57:17]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north florida
[12:57:17]     [1/36] Brooks Brown Hall UNF.JPG
[12:57:17]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Brooks%20Brown%20Hall%20UNF.JPG
[12:57:21]     Saved (element): Brooks Brown Hall UNF.png
[12:57:21]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:21]     Waiting 3s...
[12:57:24]     [2/36] Carpenter library UNF.JPG
[12:57:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Carpenter%20library%20UNF.JPG
[12:57:28]     Saved (element): Carpenter library UNF.png
[12:57:28]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:28]     Waiting 3s...
[12:57:31]     [3/36] Coggin College and lake UNF.JPG
[12:57:31]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Coggin%20College%20and%20lake%20UNF.JPG
[12:57:34]     Saved (element): Coggin College and lake UNF.png
[12:57:34]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:34]     Waiting 3s...
[12:57:37]     [4/36] Coggin College of Business.jpg
[12:57:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Coggin%20College%20of%20Business.jpg
[12:57:41]     Saved (element): Coggin College of Business.png
[12:57:41]     Crop: 135x102 -> 135x102 (padding=10px)
[12:57:41]     Waiting 3s...
